epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,202.582,0.35141,0.04084,0.03439,0.28347,0.83249,0.99707,1,0.995,0.96216,0.99707,1,0.995,0.995,0.33172,0.02128,0.00191,0.25903,0.80114,0.0008021,0.0008021,0.0008021
123,204.245,0.35329,0.0331,0.03494,0.28509,0.81518,0.99704,1,0.995,0.96658,0.99704,1,0.995,0.995,0.34199,0.01677,0.00179,0.26303,0.80204,0.0007922,0.0007922,0.0007922
124,205.946,0.35712,0.02797,0.02892,0.28669,0.82815,0.99714,1,0.995,0.96661,0.99714,1,0.995,0.995,0.3417,0.01335,0.00183,0.28212,0.80352,0.0007823,0.0007823,0.0007823
125,207.641,0.35205,0.04424,0.04296,0.28322,0.82173,1,1,0.995,0.9713,1,1,0.995,0.995,0.31719,0.01649,0.00144,0.26553,0.79718,0.0007724,0.0007724,0.0007724
126,209.32,0.33671,0.028,0.04317,0.27576,0.82229,1,1,0.995,0.97632,1,1,0.995,0.995,0.32068,0.01665,0.00128,0.2602,0.8017,0.0007625,0.0007625,0.0007625
127,211.002,0.36244,0.04584,0.05103,0.28904,0.82887,0.99718,1,0.995,0.96965,0.99718,1,0.995,0.995,0.33985,0.01888,0.00153,0.27251,0.80509,0.0007526,0.0007526,0.0007526
128,212.762,0.36327,0.03558,0.03618,0.29201,0.83661,0.9972,1,0.995,0.96338,0.9972,1,0.995,0.995,0.33881,0.01581,0.00264,0.2553,0.80759,0.0007427,0.0007427,0.0007427
129,214.441,0.35521,0.03778,0.04605,0.28617,0.82907,0.99711,1,0.995,0.96305,0.99711,1,0.995,0.995,0.32804,0.01718,0.00235,0.24311,0.80049,0.0007328,0.0007328,0.0007328
130,216.105,0.33778,0.03607,0.03989,0.28207,0.83558,0.99704,1,0.995,0.96201,0.99704,1,0.995,0.995,0.34605,0.01867,0.0015,0.25386,0.80138,0.0007229,0.0007229,0.0007229
131,217.766,0.35105,0.04064,0.04834,0.28537,0.82444,1,1,0.995,0.95664,1,1,0.995,0.995,0.34753,0.01781,0.00131,0.24988,0.80569,0.000713,0.000713,0.000713
132,219.477,0.34301,0.03066,0.03226,0.28213,0.83455,0.99709,1,0.995,0.96773,0.99709,1,0.995,0.995,0.31955,0.01871,0.00145,0.25766,0.79641,0.0007031,0.0007031,0.0007031
133,221.15,0.34398,0.04943,0.04374,0.27675,0.82624,0.99711,1,0.995,0.97556,0.99711,1,0.995,0.995,0.33808,0.01867,0.0019,0.27283,0.80454,0.0006932,0.0006932,0.0006932
134,222.852,0.3461,0.03731,0.06261,0.28786,0.82789,0.99712,1,0.995,0.9748,0.99712,1,0.995,0.995,0.29667,0.01507,0.0025,0.26025,0.78987,0.0006833,0.0006833,0.0006833
135,224.541,0.35562,0.0317,0.04869,0.28126,0.8286,1,1,0.995,0.95862,1,1,0.995,0.995,0.34891,0.02334,0.0016,0.26721,0.79398,0.0006734,0.0006734,0.0006734
136,226.228,0.33939,0.03159,0.04948,0.27439,0.82518,0.99709,1,0.995,0.9752,0.99709,1,0.995,0.995,0.31285,0.01596,0.00148,0.25987,0.79346,0.0006635,0.0006635,0.0006635
137,227.824,0.35402,0.02945,0.04844,0.28217,0.82833,1,1,0.995,0.96939,1,1,0.995,0.995,0.31865,0.0179,0.0019,0.24957,0.79574,0.0006536,0.0006536,0.0006536
138,229.5,0.35519,0.0438,0.0467,0.28046,0.84813,1,1,0.995,0.96237,1,1,0.995,0.995,0.31583,0.01831,0.00309,0.23189,0.7964,0.0006437,0.0006437,0.0006437
139,231.15,0.32233,0.03252,0.03588,0.27034,0.81976,1,1,0.995,0.9727,1,1,0.995,0.995,0.3139,0.01727,0.00251,0.24079,0.79526,0.0006338,0.0006338,0.0006338
140,232.854,0.32008,0.02585,0.025,0.26168,0.8221,1,1,0.995,0.95765,1,1,0.995,0.995,0.3278,0.01707,0.0018,0.24956,0.79722,0.0006239,0.0006239,0.0006239
141,234.519,0.34397,0.0294,0.036,0.27312,0.84597,1,1,0.995,0.96862,1,1,0.995,0.995,0.31909,0.01467,0.00162,0.25369,0.79881,0.000614,0.000614,0.000614
142,236.185,0.3147,0.0268,0.03495,0.26411,0.80675,1,1,0.995,0.9701,1,1,0.995,0.995,0.30518,0.01385,0.00121,0.25193,0.79613,0.0006041,0.0006041,0.0006041
143,237.888,0.33938,0.02687,0.04013,0.27767,0.81507,1,1,0.995,0.96537,1,1,0.995,0.995,0.32623,0.01465,0.00133,0.26905,0.79709,0.0005942,0.0005942,0.0005942
144,239.548,0.30946,0.03599,0.02386,0.25724,0.81516,1,1,0.995,0.96374,1,1,0.995,0.995,0.31816,0.01371,0.00126,0.26238,0.79427,0.0005843,0.0005843,0.0005843
145,241.237,0.32606,0.0272,0.04289,0.27065,0.83571,0.99718,1,0.995,0.96427,0.99718,1,0.995,0.995,0.29098,0.01305,0.00117,0.25165,0.78975,0.0005744,0.0005744,0.0005744
146,242.889,0.33583,0.02641,0.03343,0.27201,0.82218,0.99716,1,0.995,0.95688,0.99716,1,0.995,0.995,0.32278,0.01568,0.00128,0.24509,0.78902,0.0005645,0.0005645,0.0005645
147,244.535,0.33361,0.02781,0.02847,0.26665,0.83394,0.99714,1,0.995,0.96388,0.99714,1,0.995,0.995,0.30494,0.01277,0.00131,0.23482,0.78732,0.0005546,0.0005546,0.0005546
148,246.196,0.32237,0.02631,0.0364,0.27327,0.84102,1,1,0.995,0.95756,1,1,0.995,0.995,0.32154,0.01298,0.00126,0.26524,0.79168,0.0005447,0.0005447,0.0005447
149,247.898,0.35779,0.02772,0.04331,0.28131,0.84519,1,1,0.995,0.97126,1,1,0.995,0.995,0.30265,0.01433,0.00112,0.24575,0.79046,0.0005348,0.0005348,0.0005348
150,249.6,0.32968,0.02582,0.0318,0.26281,0.81783,1,1,0.995,0.97455,1,1,0.995,0.995,0.30019,0.01523,0.00112,0.23275,0.79315,0.0005249,0.0005249,0.0005249
151,251.212,0.29501,0.02316,0.0253,0.24416,0.81054,1,1,0.995,0.96777,1,1,0.995,0.995,0.32571,0.01232,0.00134,0.25679,0.79536,0.000515,0.000515,0.000515
152,252.931,0.33904,0.02728,0.03544,0.26779,0.83752,0.99715,1,0.995,0.9677,0.99715,1,0.995,0.995,0.30125,0.01397,0.00138,0.23857,0.79149,0.0005051,0.0005051,0.0005051
153,254.706,0.31783,0.02526,0.03822,0.25742,0.8293,1,1,0.995,0.96215,1,1,0.995,0.995,0.32033,0.01177,0.00127,0.25155,0.79327,0.0004952,0.0004952,0.0004952
154,256.388,0.33153,0.02523,0.03286,0.26654,0.8347,1,1,0.995,0.97802,1,1,0.995,0.995,0.31006,0.01289,0.00128,0.23777,0.78557,0.0004853,0.0004853,0.0004853
155,258.099,0.3278,0.02921,0.05345,0.26386,0.82632,1,1,0.995,0.97107,1,1,0.995,0.995,0.30961,0.01159,0.00117,0.23254,0.79213,0.0004754,0.0004754,0.0004754
156,259.791,0.31561,0.0263,0.03193,0.25944,0.82669,1,1,0.995,0.9743,1,1,0.995,0.995,0.29759,0.01358,0.00132,0.22402,0.79262,0.0004655,0.0004655,0.0004655
157,261.424,0.31238,0.02905,0.04401,0.25626,0.81173,1,1,0.995,0.97059,1,1,0.995,0.995,0.31275,0.01371,0.00146,0.22028,0.78903,0.0004556,0.0004556,0.0004556
158,263.096,0.30929,0.02225,0.02845,0.25564,0.81862,1,1,0.995,0.97036,1,1,0.995,0.995,0.29999,0.01362,0.00144,0.22825,0.7866,0.0004457,0.0004457,0.0004457
159,264.771,0.30634,0.03365,0.03845,0.25082,0.81488,1,1,0.995,0.96536,1,1,0.995,0.995,0.28691,0.01017,0.00135,0.21043,0.78834,0.0004358,0.0004358,0.0004358
160,266.4,0.31475,0.02968,0.0415,0.26081,0.82347,1,1,0.995,0.97206,1,1,0.995,0.995,0.29562,0.01301,0.0013,0.21655,0.79293,0.0004259,0.0004259,0.0004259
161,268.1,0.3157,0.03757,0.04019,0.24857,0.8294,1,1,0.995,0.96907,1,1,0.995,0.995,0.30223,0.01194,0.00111,0.22298,0.79584,0.000416,0.000416,0.000416
162,269.784,0.2914,0.02254,0.03531,0.24466,0.81752,1,1,0.995,0.96907,1,1,0.995,0.995,0.30328,0.01288,0.00107,0.23183,0.80144,0.0004061,0.0004061,0.0004061
163,271.479,0.30481,0.02864,0.02715,0.24991,0.81302,1,1,0.995,0.96341,1,1,0.995,0.995,0.32944,0.0116,0.00132,0.2325,0.79759,0.0003962,0.0003962,0.0003962
164,273.162,0.32379,0.01985,0.02785,0.25429,0.83589,1,1,0.995,0.96739,1,1,0.995,0.995,0.30532,0.01058,0.00177,0.22431,0.79334,0.0003863,0.0003863,0.0003863
165,274.906,0.30084,0.02318,0.03429,0.24564,0.83521,1,1,0.995,0.95663,1,1,0.995,0.995,0.29969,0.01101,0.00188,0.24247,0.79151,0.0003764,0.0003764,0.0003764
166,276.574,0.30201,0.02395,0.05093,0.25077,0.83198,1,1,0.995,0.95659,1,1,0.995,0.995,0.299,0.01196,0.0021,0.23724,0.78926,0.0003665,0.0003665,0.0003665
167,278.276,0.29274,0.02121,0.03896,0.24705,0.81495,1,1,0.995,0.9662,1,1,0.995,0.995,0.31053,0.01157,0.00219,0.24027,0.78848,0.0003566,0.0003566,0.0003566
168,279.969,0.31718,0.01994,0.04248,0.24279,0.83769,1,1,0.995,0.9762,1,1,0.995,0.995,0.2928,0.00958,0.00235,0.21985,0.78657,0.0003467,0.0003467,0.0003467
169,281.656,0.29261,0.02288,0.03435,0.24471,0.83071,1,1,0.995,0.98044,1,1,0.995,0.995,0.29967,0.00877,0.00237,0.22922,0.78921,0.0003368,0.0003368,0.0003368
170,283.351,0.28982,0.02276,0.03186,0.2398,0.83134,1,1,0.995,0.97366,1,1,0.995,0.995,0.29754,0.00909,0.00243,0.21983,0.79017,0.0003269,0.0003269,0.0003269
171,285.059,0.30555,0.03456,0.02673,0.2462,0.8271,0.99717,1,0.995,0.96838,0.99717,1,0.995,0.995,0.31067,0.00911,0.0025,0.22467,0.79278,0.000317,0.000317,0.000317
172,286.704,0.29903,0.02353,0.02988,0.2419,0.81865,0.99713,1,0.995,0.95999,0.99713,1,0.995,0.995,0.31265,0.00811,0.0018,0.24595,0.79403,0.0003071,0.0003071,0.0003071
173,288.427,0.31829,0.03175,0.0484,0.25294,0.83805,0.99715,1,0.995,0.95842,0.99715,1,0.995,0.995,0.29583,0.00854,0.00143,0.2384,0.79162,0.0002972,0.0002972,0.0002972
174,290.078,0.29028,0.0199,0.02412,0.23449,0.81923,1,1,0.995,0.96471,1,1,0.995,0.995,0.30005,0.00783,0.0016,0.23522,0.78981,0.0002873,0.0002873,0.0002873
175,291.753,0.30083,0.02039,0.0315,0.24144,0.81948,1,1,0.995,0.96599,1,1,0.995,0.995,0.287,0.00847,0.00177,0.23055,0.78948,0.0002774,0.0002774,0.0002774
176,293.385,0.27617,0.02718,0.03004,0.22682,0.81833,1,1,0.995,0.9659,1,1,0.995,0.995,0.30608,0.00907,0.00186,0.2293,0.79003,0.0002675,0.0002675,0.0002675
177,294.984,0.28762,0.02356,0.03809,0.23341,0.81556,1,1,0.995,0.95813,1,1,0.995,0.995,0.30051,0.00987,0.00193,0.22823,0.79015,0.0002576,0.0002576,0.0002576
178,296.642,0.29201,0.02965,0.03844,0.23496,0.81256,1,1,0.995,0.96653,1,1,0.995,0.995,0.30213,0.00988,0.00181,0.21399,0.78932,0.0002477,0.0002477,0.0002477
179,298.286,0.28842,0.01971,0.02558,0.23469,0.81235,1,1,0.995,0.96531,1,1,0.995,0.995,0.30598,0.00925,0.00169,0.20795,0.79159,0.0002378,0.0002378,0.0002378
180,299.938,0.27443,0.02135,0.02335,0.23812,0.81858,1,1,0.995,0.97687,1,1,0.995,0.995,0.28718,0.00917,0.00178,0.20346,0.78929,0.0002279,0.0002279,0.0002279
181,301.564,0.28594,0.02012,0.01913,0.23317,0.81748,1,1,0.995,0.97763,1,1,0.995,0.995,0.29833,0.00987,0.0019,0.21993,0.78877,0.000218,0.000218,0.000218
182,303.245,0.26601,0.02156,0.03041,0.22356,0.8086,1,1,0.995,0.97028,1,1,0.995,0.995,0.28068,0.00927,0.00184,0.2132,0.78585,0.0002081,0.0002081,0.0002081
183,304.881,0.2827,0.02141,0.02411,0.24171,0.82441,1,1,0.995,0.97281,1,1,0.995,0.995,0.28329,0.00904,0.00161,0.21684,0.78735,0.0001982,0.0001982,0.0001982
184,306.521,0.28891,0.02365,0.03249,0.23675,0.82156,1,1,0.995,0.96785,1,1,0.995,0.995,0.28264,0.00912,0.00144,0.21439,0.78834,0.0001883,0.0001883,0.0001883
185,308.138,0.2738,0.02098,0.0312,0.23145,0.80575,1,1,0.995,0.97005,1,1,0.995,0.995,0.27586,0.00854,0.00125,0.21897,0.78732,0.0001784,0.0001784,0.0001784
186,309.799,0.26455,0.02153,0.03046,0.22311,0.81261,1,1,0.995,0.96494,1,1,0.995,0.995,0.29801,0.00852,0.00129,0.22121,0.78867,0.0001685,0.0001685,0.0001685
187,311.425,0.27368,0.01984,0.02831,0.23072,0.82414,1,1,0.995,0.96539,1,1,0.995,0.995,0.29023,0.00785,0.00142,0.20125,0.78953,0.0001586,0.0001586,0.0001586
188,313.059,0.27481,0.02525,0.02732,0.224,0.81501,1,1,0.995,0.96492,1,1,0.995,0.995,0.27604,0.00753,0.00138,0.20712,0.78606,0.0001487,0.0001487,0.0001487
189,314.652,0.28053,0.02055,0.02171,0.2275,0.81143,1,1,0.995,0.97105,1,1,0.995,0.995,0.27957,0.00789,0.00129,0.20011,0.78595,0.0001388,0.0001388,0.0001388
190,316.292,0.26697,0.01847,0.03004,0.22249,0.81408,1,1,0.995,0.96425,1,1,0.995,0.995,0.26775,0.00737,0.00131,0.19572,0.78574,0.0001289,0.0001289,0.0001289
191,319.029,0.20944,0.01308,0.00238,0.1891,0.76632,1,1,0.995,0.95974,1,1,0.995,0.995,0.26747,0.00743,0.00134,0.20329,0.78641,0.000119,0.000119,0.000119
192,320.712,0.21016,0.01152,0.0015,0.18565,0.77729,1,1,0.995,0.96521,1,1,0.995,0.995,0.27379,0.00848,0.00139,0.20648,0.79032,0.0001091,0.0001091,0.0001091
193,322.295,0.20432,0.01309,0.00192,0.18603,0.77883,1,1,0.995,0.96521,1,1,0.995,0.995,0.28463,0.00862,0.00138,0.20946,0.79051,9.92e-05,9.92e-05,9.92e-05
194,323.89,0.19796,0.0106,0.0034,0.18422,0.77903,1,1,0.995,0.96541,1,1,0.995,0.995,0.27986,0.00788,0.00134,0.19975,0.78729,8.93e-05,8.93e-05,8.93e-05
195,325.514,0.19335,0.01686,0.00326,0.182,0.78179,1,1,0.995,0.97007,1,1,0.995,0.995,0.28421,0.00759,0.00127,0.20073,0.78872,7.94e-05,7.94e-05,7.94e-05
196,327.139,0.1985,0.01043,0.00222,0.1875,0.78275,1,1,0.995,0.96714,1,1,0.995,0.995,0.28286,0.00719,0.00121,0.20455,0.79059,6.95e-05,6.95e-05,6.95e-05
197,328.698,0.19278,0.00975,0.00135,0.1786,0.76269,1,1,0.995,0.97001,1,1,0.995,0.995,0.28269,0.00682,0.0013,0.20612,0.79241,5.96e-05,5.96e-05,5.96e-05
198,330.302,0.19147,0.00985,0.00133,0.18002,0.77802,1,1,0.995,0.97001,1,1,0.995,0.995,0.28194,0.0066,0.00126,0.21466,0.7921,4.97e-05,4.97e-05,4.97e-05
199,331.89,0.18474,0.00977,0.00111,0.17854,0.76088,1,1,0.995,0.97001,1,1,0.995,0.995,0.28345,0.00658,0.00127,0.20824,0.7901,3.98e-05,3.98e-05,3.98e-05
200,333.473,0.18732,0.00931,0.00173,0.17446,0.7733,0.99718,1,0.995,0.96936,0.99718,1,0.995,0.995,0.27833,0.0065,0.00127,0.21077,0.78925,2.99e-05,2.99e-05,2.99e-05
